,brand,reviews_doRecommend,reviews_rating_score,reviews_text,reviews_title,review_rating
3283,Amazon,FALSE,3,I dont like the kindle because u cant connect it chromecast!,Dont buy,NEGATIVE
3284,Amazon,TRUE,3,"We 2 Amazon Fire's for our kids for Christmas. We chose these because product reviews were good and the price was decent compared to other electronic pads. Since having them, they have been decent, but not great. The kids will turn them on to play games and their home screens don't always appear; sometimes when they want to play a game that is already downloaded, the pad acts like it needs to re-download the game; and there is a lot of frustration when all of the downloads start circling and they cannot do anything with their pads. Turning the pads completely off does not always help and sometimes, we cannot even get them to turn off. When they do work properly though, the kids love them. They are decent for a 1st time pad for kids for not a lot of money, but just keep in mind they can be frustrating at times.",Decent Amazon Fire,NEGATIVE
3285,Amazon,TRUE,3,I use this mini tablet at the gym to watch streaming tv and movie shows.- easy to setup- take a bit of time to get used to various screens- touch screen is a little slow to respond- bluetooth connectivity is not automatic. I have to try and connect the same device every time I use the tablet- overall very good for the price,Perfect for me,NEGATIVE
3286,Amazon,TRUE,3,"Slow connecting, basic model, still a good product just not very advanced",okay,NEGATIVE
3287,Amazon,FALSE,2,Was unable to get to google docs on this one even though the sales person said we would be able to. My Granddaughter needed this for school & it did not allow you to get to google docs.,Had to exchange this one,NEGATIVE
3288,Amazon,FALSE,2,"It all depends on what your using a 50 dollar tablet to do is it for extreme gaming then i highly do not recommend this device. It is better for light use on the safe side use for 5h a day. 8h a day battery is the average, but runs down faster and over heats when playing a 3D game. But if u are on tight budget it is useful. ANOTHER MAJOR PROBLEM is that almost all apps that you would get on iphone and android are not availabe on the amazon fire appstore and there is no way to download them, for example clash of clans, racing rivals( which have decided to withdraw from the amazon contract and delte there game off amazons app stores). And other bigger titles omg even snapchat is not on there.",Terrible but managable,NEGATIVE
3289,Amazon,TRUE,3,"I have an iPad already. Just needed something that I can read books on. Found this on sale for $40. Great deal. Not the best for net surfing, but great for reading!",Great purchase,NEGATIVE
3290,Amazon,TRUE,3,This tablet is very small and efficient. My daughter just loves it... I can say it's basic beginner savvy.,Good tablet for my daughter.,NEGATIVE
3291,Amazon,TRUE,3,"Bought these for my 4 & 5 year Olds so I wasn't expecting top of the line performance, especially for 39 bucks. Pros- Good clarity Easy to useCheapExpandable storage with SD cardCons-Slow down loadsCheap camera (as expected)No mic for voice recognition. Would have been great for the kids to Google search.",Just okay,NEGATIVE
3292,Amazon,FALSE,3,"I'm not happy with It, you get what you pay for I will never buy it again.",Amazon - Fire - 7 Tablet,NEGATIVE
3293,Amazon,FALSE,2,"The processor is very slow. The tablet is great for reading books and ordering stuff from Amazon, but it is really slow opening aps. Pay more to get the better processor.",Mediocre Tablet,NEGATIVE
3294,Amazon,TRUE,3,Decent little tablet at the price won't break the budget if broken.,Good,NEGATIVE
3295,Amazon,FALSE,3,It gets the job done...................Great to buy......,Good,NEGATIVE
3296,Amazon,TRUE,3,"Still learning how to use this tablet, would have liked a little more direction on how to use it didn't seem to have any paper directions included..Like using this tablet especially to read books, email and facebook.",Great tablet,NEGATIVE
3297,Amazon,FALSE,2,"For the money, this tablet is an amazing piece of hardware. Well constructed, good fit and finish, good battery life.BUT putting non-Amazon software on the tablet is a pain, a real pain.I purchased this for my granddaughter and wanted two things, (1) YouTube and (2) Skype. It took about 2 hours to put these two apps on the tablet. In the end, I returned the tablet and purchased an Insignia (BB house brand) tablet instead.",If you can live within Amazon's ecosystem,NEGATIVE
3298,Amazon,FALSE,3,"I ended up returning this tablet. For the price, $40, the tablet performed very well. However, if you have the money, do yourself a favor and step out of the Amazon lineup. The iPads are great, in my opinion the best, but they cost $$$$. From what I've experienced, the Samsung Tab A line is a solid tablet for a $$ budget. You can often find one on sale for ~$150 and its a pretty good bang-for-the buck.If the money is your ONLY concern, then this will probably work well enough for you.",Good tablet for $ budget,NEGATIVE
3299,Amazon,TRUE,3,Good tablet simple to use and easy to learn and also great price,Great tablet,NEGATIVE
3300,Amazon,TRUE,3,Wanted to connect to Google play store. Limited to Amazon.good for shopping.,Good for web surf.,NEGATIVE
3301,Amazon,FALSE,1,Pretty tangerine color. First tablet had bad earphone jack; Second product would not connect to wifi no matter where we tried. All of our other tablets work fine.We will order another Amazon fire tablet.,2 identical tablets & 2 different problems,NEGATIVE
3302,Amazon,TRUE,3,"This tablet is good for the price. Just be aware there is adware that cannot be removed unless you pay Amazon $15. There are other tablets available at a similar price without the adware if you are not interested in Amazon products or services. If you are looking for an Android tablet will be disappointed. This tablet has an Android operating system but it is not available due to the Amazon operating system overriding it. The screen resolution is average. If you are an Amazon user this is a good tablet, otherwise look elsewhere.",Good tablet for the price,NEGATIVE
3303,Amazon,TRUE,3,I like it. Bought it as a birthday gift for a three year old and they love it,Great for toddlers,NEGATIVE
3304,Amazon,TRUE,3,"It does everything I need it to do, but the battery life is short lived. I bought it with the intentions to keep my toddler entertained. The battery last about 4 hours, if it runs continuously. If it is intermittent use it lasts about 12 hours. Worth it for the price.",Work in progress,NEGATIVE
3305,Amazon,TRUE,3,I did not use this product I gave it as a present.,Okay,NEGATIVE
3306,Amazon,TRUE,3,"bought product for my 9yr old, it works fine for her,she is constantly on it and so far no compaints",works great,NEGATIVE
3307,Amazon,FALSE,2,Didn't like the return policy on this item. I couldn't purchase insurance on it in the store.,I had not had the item more than a week and it wa.,NEGATIVE
3308,Amazon,FALSE,2,"I got this so my son would have something to watch movies on while on a long car trip. It does that, barely. The $50 I spent for it was worth it. If you get an SD card for it you can load and watch movies. The Wi-Fi sucks and it sometimes doesn't stream movies from Netflix. Forget about YouTube.",Not the best,NEGATIVE
3309,Amazon,FALSE,1,You cannot download any other internet service you're subject to very limited options to do things on it wish I could not have bought it,bad tablet,NEGATIVE
3310,Amazon,TRUE,3,We actually bought this for my son as a replacement tablet. He likes it but does not like the fact that not every game that is available in the google play store is available on this one. Overall it is a great tablet. Works quickly and he enjoys it.,Pretty neat,NEGATIVE
3311,Amazon,FALSE,1,"I understand you get what you pay for but come on Amazon. You make millions a day and you allow this product to be on your lineup. The only thing this tablet is good for is collecting dust. In my opinion, if any company is going to integrate the AndroidOS at least make it user friendly and 100% open. It's basically like purchasing half of a device or a demo device.",Waste of production funds by Amazon,NEGATIVE
3312,Amazon,TRUE,3,This was bought for my daughter and it works great with her but I wouldn't recommend it for anything intense.,Great for kids,NEGATIVE
3313,Amazon,TRUE,3,Great value for the price. Not as user friendly as the original Kindle Fire but still a good starter tablet for those that are less tech savvy.,"Nice, simple, intuitive tablet for the beginner.",NEGATIVE
3314,Amazon,FALSE,1,Tablet was ok when it worked. Seemed to always have to reset our Wi-Fi at home for this one item. Everything else worked fine.,Has problems all the time connecting to WI_FI,NEGATIVE
3315,Amazon,TRUE,3,"This certainly isn't the most impressive device out there, but at $40 it is a fantastic value.",Mediocre quality at a fantastic price,NEGATIVE
3316,Amazon,FALSE,1,"I've had amazon tablets in the past and this is the far worst I've bought. It was slow, drained the battery, kicking me out of the apps all the time.",ehhh,NEGATIVE
3317,Amazon,TRUE,3,"Bought this as a cheaper alternative for using with kids. Battery lasts longer than most tablets, the reason why I gave this such a mediocre rating is because you can't put a wallpaper for the lock screen. You always have an ad for something Amazon related, which can be annoying. But if it's just something small for the kiddos to use, good choice. I wouldn't recommend for adults.",Slow but gets the job done,NEGATIVE
3318,Amazon,FALSE,3,"I got this tablet for my 20 month old son. He constantly wants my phone or iPad to watch YouTube kids videos. He can work both of these apple devices all on his own. I figured he was ready for his own tablet, hoping he'd leave mine alone. No luck. The Fire is not as user-friendly as my iPhone. Even on the child setting it is not easy to use. The surface is not as responsive to touch. He gets frustrated with it and puts it down after a few minutes of trying. Now his daddy uses it and he still goes after my iPad and phone. If you want a tablet for your toddler, just get an iPad.",It's no iPad,NEGATIVE
3319,Amazon,TRUE,3,"I thought I would get the fire as a back up tab for my grand daughters. Well, in my opinion it's a little more confusing to navigate around than just a plain android tablet. So if, like me you are an android lurana566, this is a bit different to operate.",It's OK...it's no android,NEGATIVE
3320,Amazon,TRUE,3,It is a lot more then I was after. I can watch my Netfix and do more,Happy,NEGATIVE
3321,Amazon,FALSE,3,"I purchased Amazon Fire for my son after reading enough reviews about this product. It works ok for e-books but very slow for Internet streaming and downloading. Also, the touch function is not very sensitive which you need to hit the same button couples of time to make it work.",Very slow for Internet,NEGATIVE
3322,Amazon,FALSE,3,It's ok. It does not have all the apps you might be looking for.,Ok,NEGATIVE
3323,Amazon,TRUE,3,"Purchased and installed item onto Kindle but am still trying to figure out how storage onto new SD card works. I know it is me, but I think I will have to return to store to get someone to show me how to operate.","SD card for Kindle 7""",NEGATIVE
3324,Amazon,TRUE,3,"Good for watching movies offline but not so good at internet. I also have problems with it deciding I don't have the SD card in and have to take it out and put it back in. Very frustrating!!! The first one I had didn't know the SD card was there after shutting it off. They were great about sending me a new one but now I have to call them back and tell them what is going on now. I prefer to use my old Android tablet. It also won't let me remove the password or I have to take off the free time. I have to call them and see what I can do about that. It is for her and not really for me anyway. Why do I have to have a password for everything? Not too impressed but a really good buy. The ads, when you turn it on, don't bother me at all and was worth saving the $20.",Good for kids for movies,NEGATIVE
3325,Amazon,TRUE,3,It allows me to have many apps and still take a good amount of pictures without running out of storage .,Nice gadget,NEGATIVE
3326,Amazon,TRUE,3,"It's a decent tablet, but keep the following in mind:- if you get this for your kids to share your amazon prime account for video and game apps, you have to lock it to prevent accidental purchases. Problem is that this prevents free app and video purchases, and you have to okay every thing they do. - if you allow them access to apps and video, then that can purchase anything without limits.On top of this, they lock out the google app store and refuse to even allow access to google drive. While you can hack it to add these basic features, you will need a modicum of technical knowledge to do so.So, it's useful, but a pain too. Your needs may vary.","Decent tablet, with stupid limits due to amazon...",NEGATIVE
3327,Amazon,FALSE,2,"This version of kindle was not very impressive to me. Navigating was easier on my older kindle, this model is smaller. Also I have had an issue with charging on this device since I purchased it. When it does accept the charge it will charge to 100% rather quickly, however the battery life dies out so much faster as well. At times when I am using I will try to keep the charger connected due to this problem however it is constantly making a ""ding"" noise off and on as the charger connection does not fit well & keeps falling out. I even purchased another charger to see if this would alleviate the issue, it did not.",Prefer using previous kindle,NEGATIVE
3328,Amazon,TRUE,3,This tablet is okay for moderate use. Mine tends to lag while playing games or surfing the internet..,It's okay,NEGATIVE
3329,Amazon,TRUE,3,Its good for the price. Amazon store is not as huge as Android play store,Good for the price,NEGATIVE
3330,Amazon,FALSE,3,At first I thought is was going to be great because of all the apps it had. Late I discover that all of those great apps I felt in love with needed to be purchased and pay a membership. Even though it was good for a first time tablet.,Is good for a first tablet,NEGATIVE
3331,Amazon,FALSE,2,This really isn't a very good tablet by any measure other than bang for your buck. I bought this for about $35 just to kill time on a couple of long flights so I didn't wear out the battery on my phone. I definitely wouldn't recommend using this for reading as the screen resolution is really below average and be tough to look at. I only used it to read some comics and play games on a screen bigger than a phone so I got what I wanted out of it.,Worth what I paid,NEGATIVE
3332,Amazon,FALSE,3,This tablet is ok for a kid. I was expecting more because it's a Fire brand.,Was expecting more,NEGATIVE
3333,Amazon,FALSE,3,"Purchased this & turned around & within minutes of the purchase & before even leaving the store, found out that it would not do what my granddaughter needed. Unfortunately the clerk in electronics had told us it would & found out at the register by that person after she rang it up, that it would not. Need a little more education, I think...",Can't give a summary,NEGATIVE
3334,Amazon,TRUE,3,Good buy for the price. Easy to surf the web a lot of apps in the App Store,Easy to use,NEGATIVE
3335,Amazon,TRUE,2,"It is an ok tablet. As I am using it, I lose my page quite often and have to go back to find it again. Also, I lose internet connection or am unable to connect at all. For the money, I find it acceptable but not ideal.",Not that easily navigated.,NEGATIVE
3336,Amazon,FALSE,3,"The tablet is okay, I mean it does the job. However, the wifi is really spotty. We even changed the wifi password (based on a YouTube video) to ensure that it works..but it keeps going in and out",Good tablet Bad wifi,NEGATIVE
3337,Amazon,TRUE,3,"My gift to my grandchildren they are on it 24/7 would recommend this, prices have gone down since I first bought my oldest granddaughter hers",Kids are having fun,NEGATIVE
3338,Amazon,TRUE,3,For the price the tablet works well. The biggest issue I've had is the battery life length. The battery seems to not last as long as my previous iPad mini.,Decent tablet for the price,NEGATIVE
3339,Amazon,TRUE,3,I have tried to get it work& still can't get it to work!!,I can't get it work!!,NEGATIVE
3340,Amazon,TRUE,3,Ok for a kid tablet the size is good you can okly use there apps,Good for kids,NEGATIVE
3341,Amazon,FALSE,3,I can't use until I can get the webroot installed...I tried a geek but they wanted $40 to do it...I only paid that much for the tablet. Print is so small I can barely read it...there is probably an adjustment to font size but I don't want to get online without the webroot protection.,Would love to try using: can't get webroot install,NEGATIVE
3342,Amazon,TRUE,3,"Bought this to lay on the coffee table for quick email checks and google searches. If you are looking for something to watch movies on or simple tasks, then it will do ok. Not a daily driver for sure.",Great for Kids,NEGATIVE
3343,Amazon,TRUE,3,"Thos works great for surfing the web and playing games, lite and compact",Good for beginners,NEGATIVE
3344,Amazon,TRUE,3,The Amazon Fire is an okay product with a decent OS and a great price. Reccommend it for kids or the elderly.,Great to pass time.,NEGATIVE
3345,Amazon,FALSE,3,would have been nice to have instructions included,"fine, bought to read books",NEGATIVE
3346,Amazon,TRUE,2,I loved the kindle. But it took one small fall about 3 feet and half of the lcd screen broke. It's ruined I knew to be careful but on the first fall on wood floor???,The camera is good for the price,NEGATIVE
3347,Amazon,FALSE,3,"I have owned a few tablets and currently own an iPad and iPhone. I'm invested in the Amazon ecosystem via Kindle e-readers and Fire TV's. This tablet is incredibly affordable and offers acceptable performance but it's heavily restricted if you do not figure out how to install the Google Play store as the Amazon App Store is missing a huge number of ""every day apps"". It's a great extension for Fire TV's and it's certainly a good choice as a primary tablet for kids or parents who don't have an Apple budget. Personally I still find myself reaching for the iPad.",Great little tablet for the avg user BUT no iPad,NEGATIVE
3348,Amazon,TRUE,3,"Kindle Fire is a decent tablet. The only turn off is the way Amazon has massacred the Android OS and makes it incompatible with chromecast most of the time. It's a great tablet for reading and saving media on the go. Other than the OS, Kindle Fire is a decent buy.",Kindle Fire 8GB,NEGATIVE
3349,Amazon,FALSE,3,This is a basic tab. I bought this for my sister. You can't really do anything much on this unless you have an amazon account and you have to buy a prime membership which is expensive. But I was still able to use it for games and internet browsing. I had difficulty using it for anything more. Camera was not the best.,Really Basic,NEGATIVE
3350,Amazon,TRUE,3,"Purchased Blue unit - parenthesis below is error correction for that review since BB does not allow edit. Good bare bones tablet for anyone if that is all you seek. Do not expect the performance of a $400 tablet for $50. I have wifi & bluetooth going while streaming netflix and it performs fine, no lag on a reliable network. This is an amazon based OS, not a traditional android system.... so it is all geared toward amazon advertising/purchasing and will not let you do much unless you register your device with an amazon account, (*which is linked to and displays any saved credit card/payment data associated with your account. Not very private or secure in my opinion.*) All apps must be obtained from their amazon app store, no google play store which is considerably simpler. There are ways around this of course if you know how. One more thing that is important and it is this... After more than a week, I finally noticed with more use that my screen has 2 spots with dead pixels which show up as solid white dots and cannot be seen unless on a very dark or black screen. After searching & reading online, it seems there are very many reports of these tablets purchased from any source having this issue. Even read someone who purchased a 5 pack and had several units with dead pixels. Test your new tablet right away after buying on a dark screen. You may be fine but it pays to look. I did not overly use my tablet at first and did not notice right away and though I still have the receipt, I already discarded the packaging. I am at the 14 day point today and could have still returned it otherwise, but honestly for all I use it for I am not overly concerned. Still whether 50 or 400 dollars, a brand new item should be free of defects. Again, so far I find it to be a reliable device if a simple bare bones tablet is all you need.",Good for Basic use,NEGATIVE
3351,Amazon,TRUE,3,Made a nice Mother's Day gift.......................,Great,NEGATIVE
3352,Amazon,TRUE,3,"Good bare bones tablet for anyone if that is all you seek. Do not expect the performance of a $400 tablet for $50. I have wifi & bluetooth going while streaming netflix and it performs fine, no lag on a reliable network. This is an amazon based OS, not a traditional android system.... so it is all geared toward amazon advertising and will not let you do much unless you register your device with an amazon account. It even asks for your credit card, but can be removed afterward. All apps must be obtained from their amazon app store, no google play store which is considerably simpler. There are ways around this of course if you know how. One more thing that is important and it is this... After more than a week, I finally noticed with more use that my screen has 2 spots with dead pixels which show up as solid white dots and cannot be seen unless on a very dark or black screen. After searching & reading online, it seems there are very many reports of these tablets purchased from any source having this issue. Even read someone who purchased a 5 pack and had several units with dead pixels. Test your new tablet right away after buying on a dark screen. You may be fine but it pays to look. I did not overly use my tablet at first and did not notice right away and though I still have the receipt, I already discarded the packaging. I am at the 14 day point today and could have still returned it otherwise, but honestly for all I use it for I am not overly concerned. Still whether 50 or 400 dollars, a brand new item should be free of defects. Again, so far I find it to be a reliable device if a simple bare bones tablet is all you need.",Good for the money,NEGATIVE
3353,Amazon,TRUE,3,Great affordable device but does not have allow for android market app downloads and is basically good for simple browsing and games.,Not bad for simple browsing and gaming function,NEGATIVE
3354,Amazon,TRUE,3,"I love it for reading but, it has issues when searching the Internet at times.",Better for younger kids,NEGATIVE
3355,Amazon,FALSE,2,Too slow for me. You tube don't work sometimes. Able to download some books from amazon prime.,Too slow for me,NEGATIVE
3356,Amazon,FALSE,1,It started cutting off and on by itself!!! Its like it had a mind of its own!!!,Not really a good tablet!,NEGATIVE
3357,Amazon,FALSE,3,"Works well enough but is outstanding for the price, just be wary of the operating system you could poetically download an android emulator that would make this a 4/5 instantly",Serviceable,NEGATIVE
3358,Amazon,TRUE,3,"The number one aspect of this tablet is the fact that Amazon will stand behind it - for a short while. I am on my 3rd, all of which have been plagued with screen issues. Dead pixels. Everywhere. If you don't have them straight out of the box, great..but, they can develop - and in the great majority of these, they will develop. It is a known issue, and Amazon will (at least for now) replace the tablet at no charge to you. As of now, they have a 'zero dead pixel tolerance policy.' That will likely change (if it hasn't already). As far as operational ability of the tablet, it runs smoothly, and allows for up to a 32gb micro sd card - which I highly recommend, as they are absolutely boiling over with bloatware (if you buy an 8 gig, you'll have about 3.5 available to you). It is a decent tablet for browsing the internet, using as an e-reader (however, the screen isn't as bright as other e-readers), or mp3 player. As they say, you get what you pay for. This is a decent basic option.","Basic tablet, plagued with build quality issues",NEGATIVE
3359,Amazon,FALSE,2,"I've been using a Kindle forever, and when it became apparent I needed an Android device (I have a Windows phone, which I love but has serious app limitations) I thought I with a Fire I could get a tablet and upgrade my Kindle at the same time. But even with Geek Squad help I could never figure out how to upload the apps I needed onto the Fire. So back it went, replaced with a Lenovo tablet that does the trick.",Not a real tablet,NEGATIVE
3360,Amazon,TRUE,3,Perfect for light surfing and reading. Don't expect much for this price range.,Great for reading,NEGATIVE
3361,Amazon,TRUE,3,Has every feature a android phone would have. I mainly got it for Ebooks and it works great for that. However if your coming from a iOS device I don't suggest switching to this.,Nice,NEGATIVE
3362,Amazon,FALSE,1,"NO connection to WIFI, Nook Color, HD+ work on it.",Fire device would not connect to WiFi,NEGATIVE
3363,Amazon,FALSE,2,Cheap tablet but solid built. Weak audio and poor camera.,Cheap tablet,NEGATIVE
3364,Amazon,FALSE,2,I bought this tablet and returned it the same day. The only reason why I bought it in the first place was so I could play certain games with it but it turned out that the games were not supported on this device.,Nice while I had it,NEGATIVE
3365,Amazon,TRUE,3,"It's a good tablet, mainly because I order so much off amazon",Slow tablet but it costs very little,NEGATIVE
3366,Amazon,FALSE,1,Most apps you have to pay for basic apps like YouTube will not download without inputting credit card information what tablet for child not plausible to put in credit card information,Sucks,NEGATIVE
3367,Amazon,TRUE,3,I got this tablet for my son works good enough for his age. I recommend this tab for kids,got it for my son,NEGATIVE
3368,Amazon,FALSE,3,"this item was on a hefty sale, bought two for work purposes. a bit slow and annoyed by the constant Amazon notifications / integrations but it will work for the purpose of check emails and viewing photos.",You Get What You Pay For,NEGATIVE
3369,Amazon,TRUE,3,"Was surprised by reviews I read stating this device had a great display. By no means is the display bad, but please, this device only cost $40. It does not compete with the iPad and Galaxy tablets. The Fire OS needs some sharpening up.",Experience = Price,NEGATIVE
3370,Amazon,TRUE,3,first tBlet that i got was defective and returened and got anothers one because when i powered on screen was totally white,ok tablet,NEGATIVE
3371,Amazon,FALSE,1,It was so slow and problematic i couldnt even get in to the store. Switched to a Samsung and we love it!,Returned it next day,NEGATIVE
3372,Amazon,FALSE,2,"This would be a great deal due to the good price for an better than entry level Android tablet... but... it is impossible to play music from Google play on it. Only Amazon! That's ok, since is their business, but should make that cleat to not waste time to buy and return it :(If you have a short budget and don't care about being attached to amazon only, this tablet is for you.",Nobody told it doen't like Google services.,NEGATIVE
3373,Amazon,FALSE,3,Hate Amazon! The app store doesn't have cool apps!,Hate Amazon,NEGATIVE
3374,Amazon,TRUE,3,"The system is a little slow and then if you get the one with the offers, they slow down your reading a bit. But, you can't beat the price. This is not a full tablet. It' an E-Reader with a lot of enhanced functions.",Solid for the price,NEGATIVE
3375,Amazon,FALSE,1,"I bought this as a birthday gift a few weeks before the party. When it was removed from package and turned on, the image was cracked like the screen was broken, but screen was not broken. Best Buy washed their hands of it and said to call Amazon. I did and had to go through over a week's worth of calling them to get it replaced. Best Buy lost me as a customer over this. If you buy this from them, make them open it before you pay to verify it works.",Broken straight out of package,NEGATIVE
3376,Amazon,TRUE,3,"The first one I bought had a battery failure. It wouldn't charge. Best Buy graciously supported me with a replacement. I like the tablet. Two enhancements that would be nice on it are 1) Speech to text capability and 2) Google Playstore preloaded.If you're using it for reading and internet browsing it is very good.Also, Alex (She) gave me great customer support. Kudos Alex!",The color quality is good for a small tablet,NEGATIVE
3377,Amazon,FALSE,3,"After purchasing 4 Amazon Fire tablets i immediately noticed the amount of advertisement they came with at the pricing of the tablet that I bought. There's always some kind of advertisement on the screen when it wakes up. My other issue is after adding a card to make a few purchases for some apps for my kids. I removed the ability to make purchases without a password, well that did not actually happen. For a few days my children were able to make purchases in apps without any props that said; are you sure or asking for a password. I've had to completely remove the accounts and reinstall a different account for them to be able to stop making purchases. I also had them transfer the purchases to the new email a big hassle. Overall the tablet works good great for the kids.",Advertising monster,NEGATIVE
3378,Amazon,FALSE,3,"Nice built tablet. You need to note that it has Amazon Store, and no Google Play Store.",Nice Tablet - No Google Play,NEGATIVE
3379,Amazon,FALSE,1,Bought for my grandson he doesn't like it it's to slow..,To slow,NEGATIVE
3380,Amazon,FALSE,3,"iPad without the bells and whistles. The parental controls are good, but a bit confusing. Haven't had the time to sit down and sort it out","Certainly not an iPad, but good price",NEGATIVE
3381,Amazon,TRUE,3,I was excited to get this because of the price. After taking it home I started noticing things that bothered me. I use samsung devices and the amazon app store does not have a lot of the same apps. Even chrome would not work on this device. I did return this because I was looking for more than a bare stock tablet. But if that's what your looking for its great!,Good tablet,NEGATIVE
3382,Amazon,TRUE,3,"This is a ok tablet, worth $50 is a little slow, but for the money it's ok",Ok,NEGATIVE
3383,Amazon,FALSE,3,Even though the price of the tablet matters the display and resolution should have been much better. Feels like working in the tablet without the charger connected. Amazon disappointed me with this product. Minor issues in installing the apps which are available in iOS too.,Display should have been better,NEGATIVE
3384,Amazon,TRUE,3,"This tablet is good to browse the web, check emails, watch youtube videos,... The screen is small but still bigger than any smartphone.It's a bit slow but it's a good bang for the buck.Big drawback: no access to google play and no support for chromecast if you want to cast to your TV.",Tablet for basic use,NEGATIVE
3385,Amazon,TRUE,3,"II like that you can undo Emails, if you accidentally deleted them.","It is OK, But I prefer the kindle Fire HDX.",NEGATIVE
3386,Amazon,FALSE,2,"everything started out great, but then about 9 days into owning the fire, could not locate wifi, doesn't work without wifi",Started out great,NEGATIVE
3387,Amazon,TRUE,3,This tablet has a great price but don't let that fool you. The tablet performs much lower that other tablets I've used.,Good tablet,NEGATIVE
3388,Amazon,FALSE,1,"When you buy an Amazon product from Best buy they will not take responsibility after two weeks and said to speak to Amazon directly,But you cannot return any Amazon products bought from Best buy to Amazon, Do not buy Amazon products from Best buy but ever again as you are doomed with it",The battery stopped charging in just two days.,NEGATIVE
3389,Amazon,TRUE,3,Good if use of tablet is low and not very complex. Color quality is only average.,Good tablet for a beginner,NEGATIVE
3390,Amazon,TRUE,3,"Great for reading, not great for playing games needs more storage.",Book lovers dream,NEGATIVE
3391,Amazon,FALSE,2,Nothing special and not much memory but for $40 it is worth the price,Inexpensive,NEGATIVE
3392,Amazon,TRUE,3,Affordable tablet for kids to use. Great deal!!!!!!,Good for kids,NEGATIVE
3393,Amazon,FALSE,3,"I needed an Android device to run an app no longer on the iOS App Store. I later learned it wasn't in Amazon's store so I had to install a work around. Got the Play store, downloaded the app and deleted the Play store. It wouldn't be my first choice in tablets but it doesnwhat I purchased it for and does it better than I expected. I don't appreciate the lack of security and encryption but I intentionally leave private info off the device so it doesn't impact me.",Slow and no Google App Store but dirt cheap,NEGATIVE
3394,Amazon,FALSE,3,"Amazon Kindle needs to put more effort in their tablets, not a lot of applications compatible with the Amazon OS but for 50 dlls is totally worth.",Good for $50,NEGATIVE
3395,Amazon,FALSE,3,"This is an OK tablet for the price. Does is able to do a lot of things like a more expensive tablet, but I find it to be slow. I bought it mainly as a reader, so am not to concerned about the other apps, etc. Is handy to carry in a purse for reading on the go. I have hooked it up to public wifi and seems to work OK, did not do much as don't know if any security there.",OK tablet,NEGATIVE
3396,Amazon,TRUE,3,replacement for broken screen tablet on grandson's tablet...he's happy,Kid is happy again,NEGATIVE
3397,Amazon,TRUE,3,I bought this for the offline movie download capability. When I travel it is amazing,Great for travel,NEGATIVE
3398,Amazon,TRUE,3,"We switched from an older model tablet to this simplified Kindle Fire. For the price, it is a decent reader, which is primarily what we were seeking, but it has its limitations.The primary user in the house used it to read before bed. He feels the lowest brightness setting is still too bright, so he defaults his books/documents to black screen. However, words in italics default to the screen background, which means they are black. Doh!He also doesn't like the persistence of the Washington Post popping up on his Home Screen. He finds it a bit annoying. However, he doesn't mind the ads and suggested content from Amazon at all. it is just the Washington Post that he doesn't like.Beyond those minor things, it is an inexpensive and feature rich ereader. Being Amazon Prime customers, we share content between our accounts with ease now that we both are on Kindle platform.",It is a good value for the price,NEGATIVE
3399,Amazon,TRUE,3,Great tablet fast and great resolution. Great with prime membership,Great tablet easy tip use,NEGATIVE
3400,Amazon,TRUE,3,"I purchased this for my mother to use primarily to check Facebook and watch Netflix. I was a little bit disappointed to find out that there was not a Vudu app available. I hope that one is in the development stages. I knew that this was not a full out tablet when I bought it, but had hoped that since it was based on Android, it would have the major Android apps.",Glorified eReader,NEGATIVE
3401,Amazon,TRUE,3,"I mainly use this tablet to read my kindle books on but it also handles playing music and watching videos fine. Great for social media as well. A perfect first tablet for someone who has yet to experience a tablet or smart mobile technology. Definitely buy a decent sized micro SD card when you get it though, as the real space you receive after purchase is more like 4 GB because the OS takes so much space on the device.",Good beginner tablet,NEGATIVE
3402,Amazon,FALSE,1,"I purchased one as a Christmas gift. from Best Buy on line...it worked fine the first month,did not use it for a few weeks. I went to turn it on..did not get nothing .The lefthand bottom corner says ""FASTBOOTH mode"" It is locked on this and I get nothing else.Did not buy any product protection so I guess it is a complete loss.",worked fine for a month or so did not use it much,NEGATIVE
3403,Amazon,TRUE,3,"I bought this when it was on sale, and my rewards coupon was expiring so I felt I didn't have much to lose. Overall, this tablet is a good value, but you have to be careful about certain aspects.The tablet is really fast for something in this price range. The screen has pretty good resolution as well. There is no Bluetooth connectivity so keyboards and wireless headphones won't work with it.The app store is the Amazon app store. I side loaded Google Play and am getting my apps from there (YouTube helpful for instructions). The lock screen is an Amazon billboard. The default search is Bing instead of Google. I haven't figured out how to fix that yet. I just use the Google app to search Google. You can load the Chromecast app from Play, but it is hit or miss as to whether it works. It works for YouTube and Flixter, but it doesn't work for any Disney Apps (Watch ESPN, Watch ABC, etc.). You can cast the screen and view things that way, but the resolution is limited to the resolution of the tablet's screen.I think it was a good deal since it was cheap, and I can now watch my Prime Movies on it. Still, it's not the tablet you would expect from an Android device. My satisfaction would improve greatly if Chromecast worked better.","Decent hardware, not the best Android experience",NEGATIVE
3404,Amazon,TRUE,3,Like it. Worth the 50 $ just wish it only had a real Google play store,Ok for the price,NEGATIVE
